1739638146,1,deep_40,1,0.20336508750915527
1739638176,2,shallow_40,2,0.07180023193359375
1739638181,3,shallow_20,4,0.05252265930175781
1739638256,4,shallow_40,2,0.04616689682006836
1739638266,5,shallow_20,4,0.06542515754699707
1739638272,6,deep_20,3,0.14253973960876465
1739638277,7,shallow_40,2,0.04362320899963379
1739638297,8,deep_20,3,0.17486238479614258
1739638302,9,shallow_20,4,0.05152153968811035
1739638367,10,deep_20,3,0.22013258934020996
1739638433,11,deep_40,1,0.17184686660766602
1739638443,12,shallow_20,4,0.053284406661987305
1739638493,13,deep_40,1,0.16892218589782715
1739638534,14,shallow_40,2,0.05878853797912598
1739638599,15,deep_20,3,0.15274739265441895
1739638614,16,deep_40,1,0.21669840812683105
1739638635,17,shallow_40,2,0.06987547874450684
1739638652,18,deep_40,1,2.7465524673461914
1739638689,19,deep_20,3,0.9880893230438232
1739638761,20,deep_40,1,1.2236835956573486
1739638776,21,deep_20,3,0.1638624668121338
1739638821,22,shallow_20,4,0.040914058685302734
1739638851,23,shallow_40,2,0.048795461654663086
1739638876,24,shallow_20,4,0.0777883529663086
1739638907,25,shallow_40,2,0.0702371597290039
1739639017,26,deep_20,3,0.22130346298217773
1739639042,27,shallow_40,2,0.06280517578125
1739639078,28,deep_20,3,0.18047785758972168
1739639093,29,shallow_20,4,0.07177042961120605
1739639108,30,deep_40,1,0.35588765144348145
1739639184,31,shallow_20,4,0.09569478034973145
1739639199,32,deep_40,1,0.2513597011566162
1739639204,33,deep_20,3,0.22034144401550293
1739639210,34,deep_40,1,0.25301146507263184
1739639215,35,shallow_40,2,0.07980871200561523
1739639250,36,shallow_20,4,0.06588339805603027
1739639290,37,deep_40,1,0.2196826934814453
1739639361,38,deep_20,3,0.1969759464263916
1739639416,39,shallow_20,4,0.05186891555786133
1739639527,40,shallow_40,2,0.08145642280578613
1739639547,41,shallow_20,4,0.08563065528869629
1739639597,42,deep_40,1,0.22328782081604004
1739639617,43,shallow_40,2,0.08366203308105469
1739639623,44,shallow_20,4,0.06301331520080566
1739639648,45,deep_40,1,0.21859502792358398
1739639718,46,shallow_40,2,0.07675576210021973
1739639728,47,deep_20,3,0.1854996681213379
1739639879,48,shallow_40,2,0.07343363761901855
1739639909,49,deep_40,1,0.15056920051574707
1739639930,50,deep_20,3,0.14390277862548828
1739639955,51,deep_40,1,0.16243481636047363
1739639965,52,shallow_20,4,0.05850481986999512
1739639985,53,deep_20,3,0.13230609893798828
1739640000,54,deep_40,1,0.15350770950317383
1739640005,55,shallow_40,2,0.0538632869720459
1739640016,56,deep_40,1,0.13560891151428223
1739640026,57,shallow_40,2,0.061751604080200195
1739640086,58,deep_40,1,0.15453219413757324
1739640091,59,shallow_20,4,0.05928540229797363
1739640142,60,deep_40,1,0.14820146560668945
1739640152,61,shallow_20,4,0.04882955551147461
1739640177,62,deep_20,3,0.1308891773223877
1739640207,63,shallow_20,4,0.06890678405761719
1739640242,64,deep_20,3,0.1831369400024414
1739640288,65,shallow_40,2,0.0745704174041748
1739640328,66,deep_40,1,0.19925713539123535
1739640343,67,deep_20,3,0.16906309127807617
1739640358,68,shallow_40,2,0.08072996139526367
1739640363,69,shallow_20,4,0.08173990249633789
1739640379,70,shallow_40,2,0.08147621154785156
1739640419,71,deep_20,3,0.20436787605285645
1739640424,72,deep_40,1,0.1814587116241455
1739640449,73,shallow_40,2,0.06787490844726562
1739640464,74,shallow_20,4,0.07380104064941406
1739640500,75,deep_40,1,0.1668086051940918
1739640545,76,deep_20,3,0.262251615524292
1739640555,77,shallow_20,4,0.0563349723815918
1739640606,78,deep_40,1,0.2124168872833252
1739640621,79,shallow_20,4,0.06478643417358398
1739640762,80,deep_40,1,0.28012752532958984
1739640888,81,shallow_40,2,0.05416440963745117
1739640898,82,shallow_20,4,0.0867605209350586
1739640933,83,shallow_40,2,0.06183457374572754
1739640952,1,deep_40,1,0.20462250709533691
1739640953,84,shallow_20,4,0.06340360641479492
1739641003,85,shallow_40,2,0.08230233192443848
1739641018,86,shallow_20,4,0.04987835884094238
1739641114,87,deep_20,3,0.20936250686645508
1739641129,88,deep_40,1,0.1587834358215332
1739641134,89,shallow_40,2,0.06486392021179199
1739641165,90,deep_20,3,0.1933610439300537
1739641170,91,shallow_20,4,0.05289506912231445
1739641185,92,deep_40,1,0.18839311599731445
1739641205,93,deep_20,3,0.18711090087890625
1739641220,94,shallow_40,2,0.05083751678466797
1739641240,95,shallow_20,4,0.04974102973937988
1739641256,96,deep_20,3,0.18775558471679688
1739641286,97,shallow_20,4,0.060851097106933594
1739641301,98,shallow_40,2,0.06029486656188965
1739641336,99,shallow_20,4,0.051633358001708984
1739641356,100,deep_40,1,0.204681396484375
1739641367,101,shallow_20,4,0.18421721458435059
1739641447,102,shallow_40,2,0.050103187561035156
