1739638146,deep_40,0,1,0.14780902862548828
1739638151,deep_40,1,1,0.05279994010925293
1739638156,deep_40,2,1,0.05719113349914551
1739638161,deep_40,3,1,0.06238150596618652
1739638166,deep_40,4,1,0.05206799507141113
1739638171,deep_40,5,1,0.06435489654541016
1739638176,shallow_40,6,2,0.09712672233581543
1739638181,shallow_20,0,4,0.09256362915039062
1739638186,shallow_20,1,4,0.053225040435791016
1739638191,shallow_20,2,4,0.060773611068725586
1739638196,shallow_20,3,4,0.05992484092712402
1739638201,shallow_20,4,4,0.058179378509521484
1739638206,shallow_20,5,4,0.06357455253601074
1739638211,shallow_20,6,4,0.054615020751953125
1739638216,shallow_20,7,4,0.06783318519592285
1739638221,shallow_20,8,4,0.07357406616210938
1739638226,shallow_20,9,4,0.05752372741699219
1739638231,shallow_20,10,4,0.07729411125183105
1739638236,shallow_20,11,4,0.0821993350982666
1739638241,shallow_20,12,4,0.06097722053527832
1739638246,shallow_20,13,4,0.07169818878173828
1739638251,shallow_20,14,4,0.06128191947937012
1739638256,shallow_40,7,2,0.07588720321655273
1739638261,shallow_40,8,2,0.06635785102844238
1739638266,shallow_20,15,4,0.07721281051635742
1739638272,deep_20,16,3,0.10890960693359375
1739638277,shallow_40,9,2,0.0713798999786377
1739638282,shallow_40,10,2,0.059534311294555664
1739638287,shallow_40,11,2,0.07785725593566895
1739638292,shallow_40,12,2,0.062499046325683594
1739638297,deep_20,17,3,0.1185617446899414
1739638302,shallow_20,18,4,0.0693962574005127
1739638307,shallow_20,19,4,0.06255936622619629
1739638312,shallow_20,20,4,0.07548260688781738
1739638317,shallow_20,21,4,0.05887603759765625
1739638322,shallow_20,22,4,0.06610989570617676
1739638327,shallow_20,23,4,0.06681656837463379
1739638332,shallow_20,24,4,0.05595207214355469
1739638337,shallow_20,25,4,0.048445940017700195
1739638342,shallow_20,26,4,0.056536197662353516
1739638347,shallow_20,27,4,0.04949522018432617
1739638352,shallow_20,28,4,0.07629919052124023
1739638357,shallow_20,29,4,0.05719780921936035
1739638362,shallow_20,30,4,0.06984615325927734
1739638368,deep_20,31,3,0.11168503761291504
1739638373,deep_20,32,3,0.05939936637878418
1739638378,deep_20,33,3,0.06882381439208984
1739638383,deep_20,34,3,0.05757641792297363
1739638388,deep_20,35,3,0.06537675857543945
1739638393,deep_20,36,3,0.08371710777282715
1739638398,deep_20,37,3,0.05675172805786133
1739638403,deep_20,38,3,0.05607962608337402
1739638408,deep_20,39,3,0.06682729721069336
1739638413,deep_20,40,3,0.05315423011779785
1739638418,deep_20,41,3,0.06069207191467285
1739638423,deep_20,42,3,0.06746077537536621
1739638428,deep_20,43,3,0.07330131530761719
1739638433,deep_40,13,1,0.11966729164123535
1739638438,deep_40,14,1,0.06326031684875488
1739638443,shallow_20,44,4,0.07544898986816406
1739638448,shallow_20,45,4,0.05453658103942871
1739638453,shallow_20,46,4,0.06205248832702637
1739638458,shallow_20,47,4,0.0745086669921875
1739638463,shallow_20,48,4,0.05614066123962402
1739638468,shallow_20,49,4,0.05491948127746582
1739638473,shallow_20,50,4,0.05536508560180664
1739638478,shallow_20,51,4,0.053446054458618164
1739638483,shallow_20,52,4,0.06644415855407715
1739638488,shallow_20,53,4,0.06577181816101074
1739638494,deep_40,15,1,0.11841583251953125
1739638499,deep_40,16,1,0.055883169174194336
1739638504,deep_40,17,1,0.07290387153625488
1739638509,deep_40,18,1,0.06388187408447266
1739638514,deep_40,19,1,0.055481910705566406
1739638519,deep_40,20,1,0.05797266960144043
1739638524,deep_40,21,1,0.06454682350158691
1739638529,deep_40,22,1,0.059156179428100586
1739638534,shallow_40,23,2,0.0762794017791748
1739638539,shallow_40,24,2,0.07171154022216797
1739638544,shallow_40,25,2,0.07343006134033203
1739638549,shallow_40,26,2,0.0569460391998291
1739638554,shallow_40,27,2,0.061539649963378906
1739638559,shallow_40,28,2,0.060929059982299805
1739638564,shallow_40,29,2,0.05704069137573242
1739638569,shallow_40,30,2,0.060469627380371094
1739638574,shallow_40,31,2,0.054078102111816406
1739638579,shallow_40,32,2,0.05731987953186035
1739638584,shallow_40,33,2,0.061974525451660156
1739638589,shallow_40,34,2,0.0648183822631836
1739638594,shallow_40,35,2,0.07270312309265137
1739638599,deep_20,54,3,0.1207113265991211
1739638604,deep_20,55,3,0.05845761299133301
1739638609,deep_20,56,3,0.07398462295532227
1739638615,deep_40,36,1,0.14559268951416016
1739638619,deep_40,37,1,0.05707716941833496
1739638624,deep_40,38,1,0.05715298652648926
1739638630,deep_40,39,1,0.07533383369445801
1739638635,shallow_40,40,2,0.07574295997619629
1739638640,shallow_40,41,2,0.11886763572692871
1739638647,shallow_40,42,2,1.9305930137634277
1739638654,deep_40,43,1,1.4968690872192383
1739638659,deep_40,44,1,1.41825532913208
1739638663,deep_40,45,1,0.3125419616699219
1739638668,deep_40,46,1,0.7332503795623779
1739638673,deep_40,47,1,0.43640780448913574
1739638678,deep_40,48,1,0.10452699661254883
1739638683,deep_40,49,1,0.11658072471618652
1739638689,deep_20,57,3,0.5316872596740723
1739638695,deep_20,58,3,0.8375205993652344
1739638699,deep_20,59,3,0.3566324710845947
1739638705,deep_20,60,3,0.6822729110717773
1739638709,deep_20,61,3,0.2203962802886963
1739638715,deep_20,62,3,0.6193475723266602
1739638720,deep_20,63,3,1.2667536735534668
1739638725,deep_20,64,3,0.49765849113464355
1739638730,deep_20,65,3,0.8183619976043701
1739638735,deep_20,66,3,0.6346795558929443
1739638740,deep_20,67,3,0.8554642200469971
1739638745,deep_20,68,3,0.34851908683776855
1739638749,deep_20,69,3,0.09365987777709961
1739638755,deep_20,70,3,0.8127536773681641
1739638762,deep_40,50,1,0.8980474472045898
1739638766,deep_40,51,1,0.08753156661987305
1739638771,deep_40,52,1,0.09962010383605957
1739638776,deep_20,71,3,0.11938071250915527
1739638781,deep_20,72,3,0.06104588508605957
1739638786,deep_20,73,3,0.058574676513671875
1739638791,deep_20,74,3,0.06879925727844238
1739638796,deep_20,75,3,0.0684351921081543
1739638801,deep_20,76,3,0.06531929969787598
1739638806,deep_20,77,3,0.06255507469177246
1739638811,deep_20,78,3,0.05283212661743164
1739638816,deep_20,79,3,0.05377531051635742
1739638821,shallow_20,80,4,0.07997798919677734
1739638826,shallow_20,81,4,0.05787539482116699
1739638831,shallow_20,82,4,0.051834821701049805
1739638836,shallow_20,83,4,0.06173205375671387
1739638841,shallow_20,84,4,0.06471991539001465
1739638846,shallow_20,85,4,0.06587052345275879
1739638851,shallow_40,53,2,0.07574701309204102
1739638856,shallow_40,54,2,0.06476449966430664
1739638861,shallow_40,55,2,0.09563374519348145
1739638866,shallow_40,56,2,0.09269380569458008
1739638871,shallow_40,57,2,0.10161042213439941
1739638877,shallow_20,86,4,0.1381692886352539
1739638882,shallow_20,87,4,0.09410715103149414
1739638887,shallow_20,88,4,0.09340715408325195
1739638892,shallow_20,89,4,0.08493638038635254
1739638897,shallow_20,90,4,0.09139895439147949
